ego_x,ego_y,ego_z
3.273855,28.193132,0.000000
7.273842,28.204247,0.000000
11.273827,28.215361,0.000000
15.273808,28.226475,0.000000
19.273792,28.237589,0.000000
23.273777,28.248703,0.000000
26.403767,28.257399,0.000000
30.403751,28.268513,0.000000
34.403740,28.279627,0.000000
38.403721,28.290741,0.000000
42.403706,28.301855,0.000000
46.403690,28.312969,0.000000
50.403675,28.324085,0.000000
54.403660,28.335199,0.000000
57.403648,28.343533,0.000000
61.403633,28.354647,0.000000
65.403610,28.365761,0.000000
69.403595,28.376875,0.000000
73.403580,28.387989,0.000000
77.403572,28.399103,0.000000
83.033546,28.414747,0.000000
87.033531,28.425859,0.000000
90.625252,28.740414,0.000000
93.900490,29.980152,0.000000
96.654472,32.046619,0.000000
98.453735,34.842403,0.000000
99.104881,38.102741,0.000000
99.078568,42.141800,0.000000
99.051292,46.141708,0.000000
99.024010,50.141613,0.000000
99.003006,53.221542,0.000000
98.962372,57.127747,0.000000
98.186775,60.421364,0.000000
96.349594,63.262875,0.000000
93.669289,65.302185,0.000000
90.451630,66.291168,0.000000
85.982246,66.358490,0.000000
81.982246,66.353378,0.000000
77.982254,66.348259,0.000000
73.982254,66.343147,0.000000
69.982262,66.338036,0.000000
65.982262,66.332916,0.000000
61.982269,66.327805,0.000000
58.052273,66.322777,0.000000
54.052277,66.317665,0.000000
50.052280,66.312546,0.000000
46.052280,66.307434,0.000000
42.052288,66.302322,0.000000
38.052288,66.297203,0.000000
34.052292,66.292091,0.000000
30.052294,66.286972,0.000000
25.142296,66.280701,0.000000
21.142298,66.275581,0.000000
17.142302,66.270470,0.000000
13.142305,66.265358,0.000000
9.142309,66.260239,0.000000
5.142311,66.255127,0.000000
1.142315,66.250015,0.000000
-2.857681,66.244896,0.000000
-8.857676,66.237228,0.000000
-12.857672,66.232109,0.000000
-16.857672,66.226997,0.000000
-20.857668,66.221886,0.000000
-24.857664,66.216766,0.000000
-28.866184,66.149162,0.000000
-32.421028,65.455032,0.000000
-35.750042,64.028030,0.000000
-38.630573,61.964127,0.000000
-40.627472,59.236198,0.000000
-41.586384,55.994331,0.000000
-41.660969,51.705544,0.000000
-41.672226,47.705559,0.000000
-41.686775,42.535580,0.000000
-41.542572,38.802929,0.000000
-40.587807,35.386906,0.000000
-38.806973,32.319427,0.000000
-36.333603,29.939215,0.000000
-33.245438,28.490992,0.000000
-28.726021,28.104219,0.000000
-24.726036,28.115334,0.000000
-20.726051,28.126448,0.000000
-16.726068,28.137562,0.000000
-12.726083,28.148676,0.000000
-8.726097,28.159790,0.000000
-3.974058,28.172993,0.000000
